Status,State_Parcel_ID,County_ID,Address,Dir,Street,Type,Full_Address,Zip,Structures,Code_Enforcement_Order,Recent_Hearing_Date,Date_of_Last_Compliance,Last_Compliance_Type,Last_Compliance_Completed_By,X,Y,ESRI_OID
CLOSED,71-08-02-154-017.000-026,018-1090-3807,1312,,Vassar,AVE,1312 Vassar AVE,46628,House,In Compliance: Outcome Complete,2015/02/12 00:00:00+00,2015/10/02 00:00:00+00,Demolished,City,-86.270500919,41.689138121,480
CLOSED,71-08-03-227-028.000-026,018-2083-3071,1206,N,Brookfield,ST,1206 N Brookfield ST,46628,"House, Garage, Fence",In Compliance: Outcome Complete,2015/02/12 00:00:00+00,2015/09/22 00:00:00+00,Demolished,City,-86.277371494,41.691035329,481
CLOSED,71-08-13-329-002.000-026,018-7031-1216,110,E,Dubail,AVE,110 E Dubail AVE,46613,Commercial,In Compliance: Outcome Complete,2017/05/16 00:00:00+00,2018/06/25 00:00:00+00,Demolished,City,-86.249318063,41.6565623500001,482
CLOSED,71-08-03-278-026.000-026,018-2075-2726,1105,,Adams,ST,1105 Adams ST,46628,House,In Compliance: Outcome Complete,2018/04/03 00:00:00+00,2019/12/31 00:00:00+00,Repaired,Private,-86.2755700819999,41.68947339,483
CLOSED,71-03-33-478-022.000-026,018-2208-7927,1404,N,IOWA,ST,1404 N IOWA ST,46628,"House, Garage, Shed, Fence",In Compliance: Outcome Complete,2021/05/11 00:00:00+00,2022/05/18 00:00:00+00,Demolished,City,-86.295818931,41.693872786,484
ACTIVE,71-08-14-155-017.000-026,018-8051-2064,1533,,WEBSTER,ST,1533 WEBSTER ST,46613,"House, Shed",Demo Affirmed,2020/10/27 00:00:00+00,,,,-86.2688465369999,41.6578515940001,485
CLOSED,71-08-24-129-001.000-026,018-7153-5432,2602,S,Michigan,ST,2602 S Michigan ST,46614,Commercial,In Compliance: Outcome Complete,,2018/12/03 00:00:00+00,Repaired,Private,-86.249385468,41.6477621390001,486
CLOSED,71-08-11-177-041.000-026,018-3070-2738,1123,,Thomas,ST,1123 Thomas ST,46615,,In Compliance: Outcome Complete,2012/12/18 00:00:00+00,2014/10/03 00:00:00+00,Demolished,City,-86.2669942699999,41.674521203,487
CLOSED,71-08-11-178-006.000-026,018-3071-2803,1130,,Thomas,ST,1130 Thomas ST,46625,"House, Rectory",In Compliance: Outcome Complete,2014/09/04 00:00:00+00,2014/12/17 00:00:00+00,Repaired,Private,-86.2673142039999,41.673934796,488
CLOSED,71-08-11-178-002.000-026,018-3071-2799,1146,,Thomas,ST,1146 Thomas ST,46625,House,In Compliance: Outcome Complete,2015/06/04 00:00:00+00,2016/11/14 00:00:00+00,Demolished,City,-86.267912666,41.673983429,489
CLOSED,71-08-11-159-022.000-026,018-3074-2910,1203,,Thomas,ST,1203 Thomas ST,46625,,In Compliance: Outcome Complete,2009/03/19 00:00:00+00,2014/06/24 00:00:00+00,Repaired,Private,-86.268402297,41.674504348,490
CLOSED,71-08-11-160-006.000-026,018-3074-2917,1222,,Thomas,ST,1222 Thomas ST,46625,"House, Fence",In Compliance: Outcome Complete,2015/06/23 00:00:00+00,2015/08/04 00:00:00+00,Repaired,Private,-86.269361722,41.6739576370001,491
CLOSED,71-08-02-403-007.000-026,018-1071-3024,813,,Van Buren,ST,813 Van Buren ST,46616,House,In Compliance: Outcome Complete,2012/05/17 00:00:00+00,2014/11/21 00:00:00+00,Demolished,City,-86.261970455,41.686174705,492
CLOSED,71-08-02-408-001.000-026,018-1069-2921,816,,Van Buren,ST,816 Van Buren ST,46616,House,In Compliance: Outcome Complete,2014/04/22 00:00:00+00,2015/03/20 00:00:00+00,Demolished,City,-86.262081107,41.6858883350001,493
CLOSED,71-08-02-403-005.000-026,018-1071-3022,829,,Van Buren,ST,829 Van Buren ST,46616,"House, Garage, Fence",In Compliance: Outcome Complete,2015/02/10 00:00:00+00,2015/04/29 00:00:00+00,Repaired,Private,-86.262279177,41.686170272,494
CLOSED,71-08-02-327-008.000-026,018-1079-3318,1113,,Van Buren,ST,1113 Van Buren ST,46616,,In Compliance: Outcome Complete,2013/08/28 00:00:00+00,2014/06/20 00:00:00+00,Demolished,City,-86.266820826,41.6861743310001,495
CLOSED,71-08-02-326-014.000-026,018-1079-3291,1209,,Van Buren,ST,1209 Van Buren ST,46616,,In Compliance: Outcome Complete,2013/08/28 00:00:00+00,2013/09/02 00:00:00+00,Demolished,Private,-86.267901465,41.686160333,496
CLOSED,71-08-02-326-010.000-026,018-1080-3360,1219,,Van Buren,ST,1219 Van Buren ST,46628,,In Compliance: Outcome Complete,2012/07/24 00:00:00+00,2013/06/06 00:00:00+00,Repaired,Private,-86.268440638,41.6861749230001,497
CLOSED,71-08-02-304-013.000-026,018-1080-3341,1233,,Van Buren,ST,1233 Van Buren ST,46628,,In Compliance: Outcome Complete,2013/10/25 00:00:00+00,2014/01/27 00:00:00+00,Repaired,Private,-86.2691505069999,41.6861669240001,498
CLOSED,71-08-11-154-010.000-026,018-3076-3042,228,,Chestnut,ST,228 Chestnut ST,46625,,In Compliance: Outcome Complete,2013/04/11 00:00:00+00,2014/06/06 00:00:00+00,Demolished,City,-86.271187814,41.6739200230001,499
CLOSED,71-08-11-153-028.000-026,018-3076-3030,309,,Chestnut,ST,309 Chestnut ST,46617,House,In Compliance: Outcome Complete,2017/06/13 00:00:00+00,2017/06/13 00:00:00+00,Repaired,Private,-86.271791524,41.673352536,500
CLOSED,71-08-09-252-010.000-026,018-4069-253801,138,S,Chicago,ST,138 S Chicago ST,46628,House,In Compliance: Outcome Complete,2015/07/28 00:00:00+00,2015/07/28 00:00:00+00,Repaired,Private,-86.301798893,41.674374474,501
CLOSED,71-08-09-205-001.000-026,018-4067-2477,142,N,Chicago,ST,142 N Chicago ST,46619,"House, Garage",In Compliance: Outcome Complete,2013/02/19 00:00:00+00,2016/04/28 00:00:00+00,Demolished,City,-86.301846472,41.676938985,502
CLOSED,71-08-09-406-003.000-026,018-4081-2948,509,S,Chicago,ST,509 S Chicago ST,46619,House,In Compliance: Outcome Complete,2015/03/17 00:00:00+00,2016/01/22 00:00:00+00,Repaired,Private,-86.302412437,41.669715436,503
CLOSED,71-08-09-406-012.000-026,018-4081-2975,609,S,Chicago,ST,609 S Chicago ST,46619,"House, Garage, Fence",In Compliance: Outcome Complete,2015/04/21 00:00:00+00,2015/07/09 00:00:00+00,Repaired,Private,-86.302398354,41.668636802,504
CLOSED,71-08-05-434-001.000-026,018-2222-8277,606,,Clemens,ST,606 Clemens ST,46619,House,In Compliance: Outcome Complete,2013/08/06 00:00:00+00,2016/01/22 00:00:00+00,Repaired,Private,-86.316875995,41.683145634,505
CLOSED,71-08-02-376-055.000-026,018-1031-1359,507,,Cleveland,AVE,507 Cleveland AVE,46628,"House, Fence",In Compliance: Outcome Complete,2015/10/27 00:00:00+00,2016/11/10 00:00:00+00,Demolished,City,-86.268323292,41.681256009,506
CLOSED,71-08-02-377-023.000-026,018-1031-1366,508,,Cleveland,AVE,508 Cleveland AVE,46628,,In Compliance: Outcome Complete,2012/11/16 00:00:00+00,2014/03/28 00:00:00+00,Demolished,City,-86.267813586,41.6810900040001,507
CLOSED,71-08-02-376-054.000-026,018-1031-1358,509,,Cleveland,AVE,509 Cleveland AVE,46628,House,In Compliance: Outcome Complete,2018/01/11 00:00:00+00,2018/01/11 00:00:00+00,Repaired,Private,-86.268339012,41.6813674110001,508
CLOSED,71-08-02-377-016.000-026,018-1036-1582,528,,Cleveland,AVE,528 Cleveland AVE,46628,,In Compliance: Outcome Complete,2011/10/20 00:00:00+00,2013/12/16 00:00:00+00,Demolished,City,-86.267835737,41.681854661,509
CLOSED,71-08-02-330-015.000-026,018-1077-3225,714,,Cleveland,AVE,714 Cleveland AVE,46628,House,In Compliance: Outcome Complete,2014/11/20 00:00:00+00,2015/01/29 00:00:00+00,Repaired,Private,-86.268216438,41.684433493,510
CLOSED,71-08-02-330-013.000-026,018-1080-3376,722,,Cleveland,AVE,722 Cleveland AVE,46628,,In Compliance: Outcome Complete,2013/01/17 00:00:00+00,2014/03/28 00:00:00+00,Demolished,City,-86.268221625,41.6846876770001,511
CLOSED,71-08-03-406-010.000-026,018-2035-1148,809,,O'Brien,ST,809 O'Brien ST,46628,,In Compliance: Outcome Complete,2013/08/28 00:00:00+00,2014/05/30 00:00:00+00,Demolished,City,-86.280291054,41.6857565890001,512
CLOSED,71-08-03-258-007.000-026,018-2094-3535,1030,,O'Brien,ST,1030 O'Brien ST,46628,"House, Garage",In Compliance: Outcome Complete,2015/03/19 00:00:00+00,2015/12/17 00:00:00+00,Demolished,City,-86.279696831,41.688470002,513
CLOSED,71-08-03-257-012.000-026,018-2093-3495,1053,,O'Brien,ST,1053 O'Brien ST,46628,"House, Fence",In Compliance: Outcome Complete,2015/03/19 00:00:00+00,2015/09/18 00:00:00+00,Demolished,City,-86.2803945909999,41.6891010850001,514
CLOSED,71-08-03-258-001.000-026,018-2094-3523,1054,,O'Brien,ST,1054 O'Brien ST,46628,"House, Garage, Fence",In Compliance: Outcome Complete,2014/08/26 00:00:00+00,2014/11/06 00:00:00+00,Repaired,Private,-86.2797077389999,41.6891068090001,515
CLOSED,71-08-03-253-025.000-026,018-2092-3487,1105,,O'Brien,ST,1105 O'Brien ST,46628,"House, Fence",In Compliance: Outcome Complete,2013/10/29 00:00:00+00,2015/12/05 00:00:00+00,Demolished,City,-86.280402516,41.6894545530001,516
CLOSED,71-08-03-253-024.000-026,018-2092-3483,1109,,O'Brien,ST,1109 O'Brien ST,46628,"House, Fence",In Compliance: Outcome Complete,2014/04/10 00:00:00+00,2015/04/11 00:00:00+00,Demolished,City,-86.280405334,41.6895644840001,517
CLOSED,71-08-03-254-004.000-026,018-2092-3456,1138,,O'Brien,ST,1138 O'Brien ST,46628,,In Compliance: Outcome Complete,2012/03/06 00:00:00+00,2014/07/18 00:00:00+00,Demolished,City,-86.2797311849999,41.6903373590001,518
CLOSED,71-08-03-254-002.000-026,018-2092-3448,1146,,O'Brien,ST,1146 O'Brien ST,46619,Garage,In Compliance: Outcome Complete,2018/06/28 00:00:00+00,2018/08/08 00:00:00+00,Repaired,Private,-86.279734963,41.6905538010001,519
CLOSED,71-08-03-203-047.000-026,018-2088-3308,1213,,O'Brien,ST,1213 O'Brien ST,46628,House,In Compliance: Outcome Complete,2015/09/24 00:00:00+00,2016/11/03 00:00:00+00,Repaired,Private,-86.28043654,41.691228256,520
CLOSED,71-08-03-203-045.000-026,018-2088-3304,1221,,O'Brien,ST,1221 O'Brien ST,46628,,In Compliance: Outcome Complete,2013/10/29 00:00:00+00,2014/09/19 00:00:00+00,Demolished,City,-86.280441638,41.691450005,521
CLOSED,71-08-03-203-036.000-026,018-2088-3286,1317,,O'Brien,ST,1317 O'Brien ST,46628,,In Compliance: Outcome Complete,2013/01/08 00:00:00+00,2014/08/15 00:00:00+00,Demolished,City,-86.2804596079999,41.6924375450001,522
CLOSED,71-08-03-203-033.000-026,018-2088-3280,1329,,O'Brien,ST,1329 O'Brien ST,46628,"House, Garage",In Compliance: Outcome Complete,2015/09/24 00:00:00+00,2015/09/24 00:00:00+00,Repaired,Private,-86.2804647359999,41.692765981,523
CLOSED,71-08-03-203-030.000-026,018-2196-7357,1341,,O'Brien,ST,1341 O'Brien ST,46628,"House, Garage",In Compliance: Outcome Complete,2015/09/24 00:00:00+00,2015/09/24 00:00:00+00,Repaired,Private,-86.280471495,41.6931148310001,524
CLOSED,71-08-13-377-015.000-026,018-7035-1394,2014,S,Michigan,ST,2014 S Michigan ST,46613,"House, Fence",In Compliance: Outcome Complete,2019/08/27 00:00:00+00,2020/11/24 00:00:00+00,Repaired,Private,-86.249290059,41.65285966,525
CLOSED,71-08-02-151-006.000-026,018-1092-3880,1132,,Diamond,AVE,1132 Diamond AVE,46628,"House, Garage",In Compliance: Outcome Complete,2016/11/15 00:00:00+00,2018/04/30 00:00:00+00,Demolished,Private,-86.269416264,41.6902194100001,526
ACTIVE,71-08-13-179-003.000-026,018-7013-0511,406,E,BROADWAY,ST,406 E BROADWAY ST,46601,"House, Garage, Fence",Demo Affirmed,2021/06/03 00:00:00+00,,,,-86.245032183,41.6598446770001,527
CLOSED,71-08-13-383-001.000-026,018-7040-1598,202,E,FOX,ST,202 E FOX ST,46613,"H​ouse, Garage, Fence",In Compliance: Outcome Complete,2021/05/20 00:00:00+00,2022/05/20 00:00:00+00,Demolished,City,-86.2476788609999,41.6513585060001,528
ACTIVE,71-08-13-333-034.000-026,018-7034-1323,207,E,CALVERT,ST,207 E CALVERT ST,46613,"House, Duplex",Demo Affirmed,2022/02/22 00:00:00+00,,,,-86.247495181,41.6545131130001,529
CLOSED,71-03-34-458-011.000-026,018-2152-5640,1414,,O'Brien,ST,1414 O'Brien ST,46628,House,In Compliance: Outcome Complete,2015/11/03 00:00:00+00,2016/11/09 00:00:00+00,Demolished,City,-86.279807789,41.6944601810001,530
CLOSED,71-03-34-458-010.000-026,018-2152-5638,1420,,O'Brien,ST,1420 O'Brien ST,46628,House,In Compliance: Outcome Complete,2014/05/01 00:00:00+00,2015/03/27 00:00:00+00,Demolished,City,-86.279809143,41.6945713200001,531
CLOSED,71-03-34-458-006.000-026,018-2152-5630,1506,,O'Brien,ST,1506 O'Brien ST,46628,,In Compliance: Outcome Complete,2013/11/19 00:00:00+00,2014/01/13 00:00:00+00,Repaired,Private,-86.279816431,41.6950103780001,532
CLOSED,71-03-34-458-004.000-026,018-2152-5626,1514,,O'Brien,ST,1514 O'Brien ST,46628,House,In Compliance: Outcome Complete,2013/10/01 00:00:00+00,2015/04/13 00:00:00+00,Demolished,City,-86.279820075,41.695229908,533
CLOSED,71-03-34-457-016.000-026,018-2151-5608,1515,,O'Brien,ST,1515 O'Brien ST,46628,House,In Compliance: Outcome Complete,2018/03/22 00:00:00+00,2018/11/14 00:00:00+00,Repaired,Private,-86.280515892,41.695219852,534
CLOSED,71-03-34-454-014.000-026,018-2150-5588,1602,,O'Brien,ST,1602 O'Brien ST,46628,"House, Garage, Fence",In Compliance: Outcome Complete,2015/12/01 00:00:00+00,2016/05/18 00:00:00+00,Repaired,Private,-86.279830798,41.6958056500001,535
CLOSED,71-03-34-453-024.000-026,018-2149-5553,1625,,O'Brien,ST,1625 O'Brien ST,46628,"House, Accessory",In Compliance: Outcome Complete,2014/11/06 00:00:00+00,2015/10/14 00:00:00+00,Demolished,City,-86.280538959,41.696454853,536
CLOSED,71-03-34-453-019.000-026,018-2149-5537,1645,,O'Brien,ST,1645 O'Brien ST,46628,,In Compliance: Outcome Complete,2012/11/01 00:00:00+00,2013/05/22 00:00:00+00,Demolished,City,-86.280548123,41.697001104,537
CLOSED,71-03-34-454-003.000-026,018-2150-5564,1650,,O'Brien,ST,1650 O'Brien ST,46628,House,In Compliance: Outcome Complete,2015/05/19 00:00:00+00,2015/12/01 00:00:00+00,Repaired,Private,-86.279855636,41.697121601,538
CLOSED,71-03-34-408-014.000-026,018-2122-4514,1706,,O'Brien,ST,1706 O'Brien ST,46628,House,In Compliance: Outcome Complete,2016/11/17 00:00:00+00,2017/08/07 00:00:00+00,Repaired,Private,-86.279867054,41.6977122750001,539
CLOSED,71-03-34-408-013.000-026,018-2122-4511,1710,,O'Brien,ST,1710 O'Brien ST,46628,"House, Garage",In Compliance: Outcome Complete,2015/11/10 00:00:00+00,2015/11/09 00:00:00+00,Repaired,Private,-86.2798691369999,41.697827526,540
CLOSED,71-03-34-408-009.000-026,018-2122-4499,1726,,O'Brien,ST,1726 O'Brien ST,46628,House,In Compliance: Outcome Complete,2017/02/07 00:00:00+00,2019/03/01 00:00:00+00,Demolished,City,-86.2798774199999,41.698288533,541
CLOSED,71-03-34-407-020.000-026,018-2122-4489,1737,,O'Brien,ST,1737 O'Brien ST,46628,,In Compliance: Outcome Complete,2013/01/08 00:00:00+00,2014/08/15 00:00:00+00,Demolished,City,-86.2805800639999,41.6986187360001,542
CLOSED,71-09-06-307-002.000-026,018-5085-3016,1206,,Bissell,ST,1206 Bissell ST,46617,"House, Shed, Fence",In Compliance: Outcome Complete,2015/06/02 00:00:00+00,2016/03/15 00:00:00+00,Demolished,City,-86.2327426269999,41.684146707,543
CLOSED,71-08-11-255-009.000-026,018-3050-1952,725,,Hoose,CT,725 Hoose CT,46601,House,In Compliance: Outcome Complete,2015/05/12 00:00:00+00,2016/03/15 00:00:00+00,Demolished,City,-86.260401657,41.67457145,544
CLOSED,71-09-17-153-005.000-026,018-6035-1116,2401,,Kerslake,CT,2401 Kerslake CT,46615,House,In Compliance: Outcome Complete,2017/03/23 00:00:00+00,2017/11/10 00:00:00+00,Repaired,Private,-86.2126201459999,41.661943217,545
CLOSED,71-03-35-406-007.000-026,018-2162-5935,922,,Roosevelt,ST,922 Roosevelt ST,46616,"House, Garage, Fence",In Compliance: Outcome Complete,2015/03/31 00:00:00+00,2015/09/22 00:00:00+00,Demolished,City,-86.2634388719999,41.698733035,546
CLOSED,71-08-13-451-039.000-026,018-7069-2539,2201,S,High,ST,2201 S High ST,46613,"House, Garage​, Fence",In Compliance: Outcome Complete,2019/02/26 00:00:00+00,2019/12/10 00:00:00+00,Repaired,Private,-86.239488868,41.6517135220001,547
CLOSED,71-03-34-458-025.000-026,018-2152-5644,1404,,O'Brien,ST,1404 O'Brien ST,46628,"House, Garage",In Compliance: Outcome Complete,2019/10/03 00:00:00+00,,Repaired,Private,-86.2799524069999,41.694102254,548
ACTIVE,71-03-35-377-017.000-026,018-2165-6041,1202,,QUEEN,ST,1202 QUEEN ST,46616,"House, Fence",Repair Order,2022/03/10 00:00:00+00,,,,-86.2676703239999,41.6959734000001,549
ACTIVE,71-08-09-407-024.000-026,018-4081-2971,601,S,ILLINOIS,ST,601 S ILLINOIS ST,46619,House,Demo Affirmed,2021/04/22 00:00:00+00,,,,-86.3011843309999,41.668875928,550
CLOSED,71-08-02-303-008.000-026,018-1082-3451,1317,,Van Buren,ST,1317 Van Buren ST,46628,,In Compliance: Outcome Complete,2014/07/08 00:00:00+00,2015/12/05 00:00:00+00,Demolished,City,-86.270699139,41.686133291,551
CLOSED,71-08-02-302-017.000-026,018-1082-3443,1401,,Van Buren,ST,1401 Van Buren ST,46628,,In Compliance: Outcome Complete,2013/02/21 00:00:00+00,2013/09/26 00:00:00+00,Repaired,Private,-86.2712870519999,41.6861208400001,552
CLOSED,71-08-02-301-002.000-026,018-1083-3458,1530,,Van Buren,ST,1530 Van Buren ST,46628,House,In Compliance: Outcome Complete,2013/06/25 00:00:00+00,2015/12/05 00:00:00+00,Demolished,City,-86.27356563,41.6863663290001,553
CLOSED,71-08-02-183-001.000-026,018-1084-3525,1034,,Vassar,AVE,1034 Vassar AVE,46616,House,In Compliance: Outcome Complete,2015/01/13 00:00:00+00,2015/10/02 00:00:00+00,Demolished,City,-86.265984982,41.6892219220001,554
CLOSED,71-08-02-151-025.000-026,018-1092-3901,1239,,Vassar,AVE,1239 Vassar AVE,46628,"House, Garage",In Compliance: Outcome Complete,2015/01/15 00:00:00+00,2015/09/03 00:00:00+00,Repaired,Private,-86.269244327,41.689519809,555
CLOSED,71-08-02-151-014.000-026,018-1092-3888,1243,,Vassar,AVE,1243 Vassar AVE,46628,,In Compliance: Outcome Complete,2014/02/25 00:00:00+00,2014/08/18 00:00:00+00,Repaired,Private,-86.269397816,41.689519665,556
CLOSED,71-08-03-281-003.000-026,018-2077-2800,1814,,Vassar,AVE,1814 Vassar AVE,46628,"House, Garage, Fence",In Compliance: Outcome Complete,2014/08/05 00:00:00+00,2015/03/20 00:00:00+00,Demolished,City,-86.2771691949999,41.689024734,557
CLOSED,71-08-24-131-019.000-026,018-7150-5353,229,E,Victoria,ST,229 E Victoria ST,46614,House,In Compliance: Outcome Complete,2013/10/10 00:00:00+00,2015/04/29 00:00:00+00,Repaired,Private,-86.246622856,41.6491484480001,558
CLOSED,71-08-11-105-046.000-026,018-1046-2006,211,N,Walnut,ST,211 N Walnut ST,46628,,In Compliance: Outcome Complete,2012/01/05 00:00:00+00,2013/05/09 00:00:00+00,Demolished,City,-86.270640876,41.67823687,559
CLOSED,71-08-02-357-041.000-026,018-1050-2153,317,N,Walnut,ST,317 N Walnut ST,46628,,In Compliance: Outcome Complete,2012/02/16 00:00:00+00,2014/09/26 00:00:00+00,Demolished,City,-86.270822865,41.679976679,560
CLOSED,71-08-02-358-019.000-026,018-1050-2172,322,N,Walnut,ST,322 N Walnut ST,46628,"House, Fence",In Compliance: Outcome Complete,2012/11/20 00:00:00+00,2014/03/25 00:00:00+00,Demolished,Private,-86.270051157,41.6800949880001,561
CLOSED,71-08-02-358-018.000-026,018-1050-2171,326,N,Walnut,ST,326 N Walnut ST,46628,,In Compliance: Outcome Complete,2013/01/31 00:00:00+00,2014/03/28 00:00:00+00,Demolished,City,-86.270054003,41.6802050900001,562
CLOSED,71-08-02-357-038.000-026,018-1050-2150,329,N,Walnut,ST,329 N Walnut ST,46628,"House, Garage",In Compliance: Outcome Complete,2014/03/13 00:00:00+00,2015/03/13 00:00:00+00,Demolished,City,-86.2708284029999,41.6803078890001,563
CLOSED,71-03-34-404-022.000-026,018-2121-4455,1837,,Johnson,ST,1837 Johnson ST,46628,"House, Shed, Fence",In Compliance: Outcome Complete,2015/03/24 00:00:00+00,2015/07/13 00:00:00+00,Repaired,Private,-86.279407566,41.7003870410001,564
CLOSED,71-08-09-204-031.000-026,018-4115-4337,205,N,Kenmore,ST,205 N Kenmore ST,46619,House,In Compliance: Outcome Complete,2018/07/12 00:00:00+00,2018/07/12 00:00:00+00,Repaired,Private,-86.298896717,41.6772760110001,565
ACTIVE,71-08-13-403-010.000-026,018-7047-1821,728,E,INDIANA,AVE,728 E INDIANA AVE,46613,House,Demo Affirmed,2021/09/21 00:00:00+00,2019/09/06 00:00:00+00,Repaired,Private,-86.239769382,41.6578464190001,566
CLOSED,71-08-01-426-002.000-026,018-5033-1159,718,E,Corby,BLVD,718 E Corby BLVD,46617,House,In Compliance: Outcome Complete,2018/01/09 00:00:00+00,2018/03/19 00:00:00+00,Demolished,Private,-86.239972847,41.6868804690001,567
CLOSED,71-08-15-406-009.000-026,018-8087-3362,1616,S,WARREN,ST,1616 S WARREN ST,46613,"HOUSE, GARAGE, FENCE",In Compliance: Outcome Complete,2018/10/11 00:00:00+00,2020/02/11 00:00:00+00,Demolished,City,-86.27940906,41.6565361670001,568
ACTIVE,71-08-03-286-002.000-026,018-2073-2675,918,,COLLEGE,ST,918 COLLEGE ST,46628,"House​, Garage, Fence",Demo Affirmed,2022/03/22 00:00:00+00,,,,-86.276045051,41.6873108950001,569
CLOSED,71-08-02-330-012.000-026,018-1080-3375,726,,Cleveland,AVE,726 Cleveland AVE,46628,House,In Compliance: Outcome Complete,2017/10/24 00:00:00+00,2017/10/24 00:00:00+00,Repaired,Private,-86.2682234929999,41.684777038,570
CLOSED,71-08-02-330-007.000-026,018-1080-3370,740,,Cleveland,AVE,740 Cleveland AVE,46628,,In Compliance: Outcome Complete,,2015/07/10 00:00:00+00,Repaired,Private,-86.2682366769999,41.6853014750001,571
CLOSED,71-08-02-326-003.000-026,018-1080-3358,812,,Cleveland,AVE,812 Cleveland AVE,46628,House,In Compliance: Outcome Complete,2014/04/24 00:00:00+00,2015/02/13 00:00:00+00,Demolished,City,-86.2682648369999,41.68647902,572
CLOSED,71-08-02-185-009.000-026,018-1086-3642,906,,Cleveland,AVE,906 Cleveland AVE,46616,House,In Compliance: Outcome Complete,2015/03/31 00:00:00+00,2015/10/02 00:00:00+00,Demolished,City,-86.268278928,41.6870631420001,573
CLOSED,71-08-02-185-007.000-026,018-1086-3640,914,,Cleveland,AVE,914 Cleveland AVE,46628,House,In Compliance: Outcome Complete,2014/07/22 00:00:00+00,2015/11/25 00:00:00+00,Demolished,City,-86.26828576,41.687302882,574
CLOSED,71-08-02-159-012.000-026,018-1086-3627,921,,Cleveland,AVE,921 Cleveland AVE,46616,"House, Garage",In Compliance: Outcome Complete,2014/06/24 00:00:00+00,2015/02/13 00:00:00+00,Demolished,City,-86.269004095,41.68753393,575
CLOSED,71-08-02-185-004.000-026,018-1086-3635,926,,Cleveland,AVE,926 Cleveland AVE,46628,,In Compliance: Outcome Complete,2013/03/07 00:00:00+00,2014/01/30 00:00:00+00,Demolished,City,-86.2684490779999,41.687657782,576
CLOSED,71-08-02-155-025.000-026,018-1086-3620,1019,,Cleveland,AVE,1019 Cleveland AVE,46628,,In Compliance: Outcome Complete,2012/01/05 00:00:00+00,2014/01/30 00:00:00+00,Demolished,City,-86.269022526,41.6883674380001,577
CLOSED,71-08-02-155-024.000-026,018-1086-3619,1021,,Cleveland,AVE,1021 Cleveland AVE,46628,House,In Compliance: Outcome Complete,2014/08/12 00:00:00+00,2015/02/13 00:00:00+00,Demolished,City,-86.2690242209999,41.688482703,578
CLOSED,71-08-02-155-023.000-026,018-1086-3618,1025,,Cleveland,AVE,1025 Cleveland AVE,46628,,In Compliance: Outcome Complete,2013/06/18 00:00:00+00,2014/09/26 00:00:00+00,Demolished,City,-86.2690302679999,41.6886363300001,579
CLOSED,71-08-02-155-022.000-026,018-1086-3617,1029,,Cleveland,AVE,1029 Cleveland AVE,46628,House,In Compliance: Outcome Complete,2015/08/11 00:00:00+00,2015/08/11 00:00:00+00,Repaired,Private,-86.26903176,41.688751075,580
CLOSED,71-08-02-155-018.000-026,018-1086-3613,1047,,Cleveland,AVE,1047 Cleveland AVE,46628,,In Compliance: Outcome Complete,2014/08/14 00:00:00+00,2015/03/11 00:00:00+00,Repaired,Private,-86.268938898,41.6892131440001,581
CLOSED,71-08-02-358-011.000-026,018-1050-2164,418,N,Walnut,ST,418 N Walnut ST,46628,,In Compliance: Outcome Complete,2012/01/10 00:00:00+00,2014/09/26 00:00:00+00,Demolished,City,-86.2700750079999,41.6810107790001,582
CLOSED,71-08-02-358-010.000-026,018-1050-2163,420,N,Walnut,ST,420 N Walnut ST,46628,,In Compliance: Outcome Complete,2013/08/13 00:00:00+00,2014/09/26 00:00:00+00,Demolished,City,-86.270075914,41.681120219,583
CLOSED,71-08-11-302-024.000-026,018-3081-3240,421,S,Walnut,ST,421 S Walnut ST,46619,"House, Garage, Fence",In Compliance: Outcome Complete,2014/02/20 00:00:00+00,2014/12/09 00:00:00+00,Demolished,City,-86.271031432,41.6713737320001,584
CLOSED,71-08-02-357-030.000-026,018-1050-2142,425,N,Walnut,ST,425 N Walnut ST,46628,House,In Compliance: Outcome Complete,2014/06/24 00:00:00+00,2016/02/06 00:00:00+00,Demolished,City,-86.2708496989999,41.6812192510001,585
CLOSED,71-08-02-358-009.000-026,018-1050-2162,426,N,Walnut,ST,426 N Walnut ST,46619,"House, Garage",In Compliance: Outcome Complete,2017/07/11 00:00:00+00,2017/11/17 00:00:00+00,Repaired,Private,-86.270079976,41.6812280790001,586
CLOSED,71-08-02-358-008.000-026,018-1051-2223,502,N,Walnut,ST,502 N Walnut ST,46628,"House, Fence",In Compliance: Outcome Complete,2013/09/17 00:00:00+00,2014/10/03 00:00:00+00,Demolished,City,-86.27008072,41.681363945,587
CLOSED,71-08-02-358-006.000-026-,018-1051-2221-,510,N,Walnut,ST,510 N Walnut ST,46628,House,In Compliance: Outcome Complete,2020/03/03 00:00:00+00,2020/04/15 00:00:00+00,Demolished,City,,,588
CLOSED,71-08-02-358-004.000-026,018-1051-2219,518,N,Walnut,ST,518 N Walnut ST,46628,,In Compliance: Outcome Complete,2013/01/10 00:00:00+00,2014/09/26 00:00:00+00,Demolished,City,-86.270089791,41.681751896,589
CLOSED,71-08-02-354-009.000-026,018-1037-1615,612,N,Walnut,ST,612 N Walnut ST,46628,House,In Compliance: Outcome Complete,2015/06/18 00:00:00+00,2016/08/15 00:00:00+00,Repaired,Private,-86.269778236,41.682479674,590
