Lon,Lat,OBJECTID,Ownership,Pole_Num_1,Service,Bulb_Type,Wattage,Lumens,Mast_Arm,Photo_Cont,Luminaire_,Hand_Hold,Extra_Info,Inspection,Inspect_Date,Inspect_Time,Pole_Manuf,Pole_Model,Light_Manu,Light_Mode,POINT_X,POINT_Y,Fixture,Fixture_Model,Bracket,Banner_Arms,Address,Banner_Size,Pole_Number,Pole_Prefix,Pole_Suffix,Pole_Type,Pole_Suff_Seq,Owner_Asset,Light_Presence,created_user,created_date,last_edited_user,last_edited_date
-86.2347319114557,41.6351022476412,7204,AEP,J328-0901,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:18:52am,,,, ,172799.391283,2326915.77036,,,,,,,J328-0901,,,Fiberglass,8203,-3,,,,,
-86.2347287528323,41.6346201869661,7205,AEP,J328-0902,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:17:56am,,,, ,172799.097708,2326740.11162,,,,,,,J328-0902,,,Fiberglass,8204,-3,,,,,
-86.2347403918478,41.634073681616,7206,AEP,J328-0903,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:16:15am,,,, ,172794.604469,2326540.99703,,,,,,,J328-0903,,,Fiberglass,8205,-3,,,,,
-86.2347325850116,41.6334422134601,7207,AEP,J328-0904,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:15:16am,,,, ,172795.222751,2326310.88888,,,,,,,J328-0904,,,Fiberglass,8206,-3,,,,,
-86.2347270638209,41.6328990873254,7208,AEP,J328-0905,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:14:05am,,,, ,172795.428415,2326112.97509,,,,,,,J328-0905,,,Fiberglass,8207,-3,,,,,
-86.2347289660642,41.6322965482872,7209,AEP,J328-0906,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:13:35am,,,, ,172793.462255,2325893.42575,,,,,,,J328-0906,,,Fiberglass,8208,-3,,,,,
-86.2347197596633,41.6317910306093,7210,AEP,J328-0907,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:12:39am,,,, ,172794.765861,2325709.20888,,,,,,,J328-0907,,,Fiberglass,8209,-3,,,,,
-86.2347111494495,41.6313110233738,7211,AEP,J328-0908,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:10:35am,,,, ,172795.967535,2325534.2886,,,,,,,J328-0908,,,Fiberglass,8210,-3,,,,,
-86.2257735954244,41.6295637054885,7212,AEP,J328-0912,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,04:43:41am,,,, ,175235.147124,2324881.63569,,,,,,,J328-0912,,,Wood,8211,-3,,,,,
-86.2260680294146,41.6293920795551,7213,AEP,J328-0913,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,05:08:56am,,,, ,175154.248213,2324819.62065,,,,,,,J328-0913,,,Wood,8212,-3,,,,,
-86.2284020565241,41.6293720484886,7214,AEP,J328-0918,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,05:01:52am,,,, ,174516.116464,2324816.46922,,,,,,,J328-0918,,,Wood,8213,-3,,,,,
-86.2291141459811,41.6293655781437,7215,AEP,J328-0919,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,05:03:18am,,,, ,174321.427572,2324815.38018,,,,,,,J328-0919,,,Wood,8214,-3,,,,,
-86.2298242164416,41.6293615551357,7216,AEP,J328-0920,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,04:37:12am,,,, ,174127.296264,2324815.18093,,,,,,,J328-0920,,,Wood,8215,-3,,,,,
-86.2305084420261,41.6293607266431,7217,AEP,J328-0921,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,04:39:15am,,,, ,173940.238072,2324816.10132,,,,,,,J328-0921,,,Wood,8216,-3,,,,,
-86.2312352543714,41.6293602422696,7218,AEP,J328-0922,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,08:36:56am,,,, ,173741.538346,2324817.22483,,,,,,,J328-0922,,,Wood,8217,-3,,,,,
-86.2287681895543,41.6295559812347,7219,AEP,J328-0923,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,04:42:59am,,,, ,174416.458364,2324884.14257,,,,,,,J328-0923,,,Wood,8218,-3,,,,,
-86.2294624550172,41.6295429023875,7220,AEP,J328-0924,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,04:41:32am,,,, ,174226.626959,2324880.61475,,,,,,,J328-0924,,,Wood,8219,-3,,,,,
-86.230175098637,41.6295480494873,7221,AEP,J328-0925,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,Yes,No,,KB-TP,,04:39:49am,,,, ,174031.814811,2324883.76229,,,,,,,J328-0925,,,Wood,8220,-3,,,,,
-86.2309915038985,41.629555347082,7222,AEP,J328-0926,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,08:36:19am,,,, ,173808.641134,2324887.88067,,,,,,,J328-0926,,,Wood,8221,-3,,,,,
-86.2315977583405,41.6295466995047,7223,AEP,J328-0927,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,08:35:24am,,,, ,173642.88102,2324885.81493,,,,,,,J328-0927,,,Wood,8222,-3,,,,,
-86.2319589910584,41.6293566188619,7224,AEP,J328-0929,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,08:20:43am,,,, ,173543.67201,2324817.20049,,,,,,,J328-0929,,,Wood,8223,-3,,,,,
-86.2326803965977,41.6293504695795,7225,AEP,J328-0930,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,08:25:01am,,,, ,173346.436945,2324816.25318,,,,,,,J328-0930,,,Wood,8224,-3,,,,,
-86.2333668855981,41.6293495327922,7226,AEP,J328-0931,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,08:26:30am,,,, ,173158.759899,2324817.14443,,,,,,,J328-0931,,,Wood,8225,-3,,,,,
-86.2339261654386,41.6293425451289,7227,AEP,J328-0932,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,08:27:04am,,,, ,173005.845054,2324815.60329,,,,,,,J328-0932,,,Wood,8226,-3,,,,,
-86.2344417115302,41.6295687303857,7228,AEP,J328-0933,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,08:30:27am,,,, ,172865.445857,2324898.94807,,,,,,,J328-0933,,,Wood,8227,-3,,,,,
-86.2165668713916,41.6351520976856,7229,AEP,J328-0934,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,09:28:58am,,,, ,177765.09025,2326901.74791,,,,,,,J328-0934,,,Wood,8228,-3,,,,,
-86.2169834064488,41.6346067743726,7230,AEP,J328-0935,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,09:28:09am,,,, ,177649.958664,2326703.7694,,,,,,,J328-0935,,,Wood,8229,-3,,,,,
-86.2188874012418,41.6366639721958,7231,AEP,J328-0936,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,09:12:28am,,,, ,177134.279992,2327456.69738,,,,,,,J328-0936,,,Wood,8230,-3,,,,,
-86.2170944605572,41.6366570011357,7232,AEP,J328-0937,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,09:13:42am,,,, ,177624.369124,2327451.02379,,,,,,,J328-0937,,,Wood,8231,-3,,,,,
-86.219202676402,41.6344383522544,7233,AEP,J328-0938,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,09:25:26am,,,, ,177042.902661,2326646.27913,,,,,,,J328-0938,,,Wood,8232,-3,,,,,
-86.2180063646129,41.6344783354819,7234,AEP,J328-0939,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,09:27:21am,,,, ,177370.022039,2326658.75498,,,,,,,J328-0939,,,Wood,8233,-3,,,,,
-86.2248531858827,41.6343909606894,7235,AEP,J328-0949,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,06:45:40am,,,, ,175498.155826,2326638.95802,,,,,,,J328-0949,,,Wood,8234,-3,,,,,
-86.2310599086936,41.6365226396362,7236,AEP,J328-0956,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,06:23:53am,,,, ,173806.555244,2327426.74141,,,,,,,J328-0956,,,Wood,8235,-3,,,,,
-86.2297565797484,41.6362511283369,7237,AEP,J328-0957,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,06:19:54am,,,, ,174162.17844,2327325.47923,,,,,,,J328-0957,,,Wood,8236,-3,,,,,
-86.2289029473723,41.6362306000939,7238,AEP,J328-0958,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,06:18:36am,,,, ,174395.473983,2327316.47653,,,,,,,J328-0958,,,Wood,8237,-3,,,,,
-86.2281215243566,41.6363318280587,7239,AEP,J328-0959,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,06:17:58am,,,, ,174609.319568,2327351.97034,,,,,,,J328-0959,,,Wood,8238,-3,,,,,
-86.2323737517366,41.6366464737811,7240,AEP,J328-0960,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,06:25:10am,,,, ,173447.707668,2327474.21747,,,,,,,J328-0960,,,Wood,8239,-3,,,,,
-86.2234579030049,41.6233822396252,7241,AEP,J328-0961,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,05:25:33am,,,, ,175853.677068,2322625.14389,,,,,,,J328-0961,,,Wood,8240,-3,,,,,
-86.2272176111832,41.6343993913905,7242,AEP,J328-0965,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,06:12:17am,,,, ,174851.830825,2326646.22242,,,,,,,J328-0965,,,Wood,8241,-3,,,,,
-86.2272120401237,41.6333523227299,7243,AEP,J328-0966,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,06:11:10am,,,, ,174850.874042,2326264.6822,,,,,,,J328-0966,,,Wood,8242,-3,,,,,
-86.2261509736254,41.6333546197692,7244,AEP,J328-0967,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,06:41:05am,,,, ,175140.939416,2326263.63544,,,,,,,J328-0967,,,Wood,8243,-3,,,,,
-86.226146390746,41.6343948805615,7245,AEP,J328-0968,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,06:40:29am,,,, ,175144.651627,2326642.67692,,,,,,,J328-0968,,,Wood,8244,-3,,,,,
-86.2248488708739,41.6333343884573,7246,AEP,J328-0970,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,06:44:35am,,,, ,175496.843255,2326253.95701,,,,,,,J328-0970,,,Wood,8245,-3,,,,,
-86.2169556750662,41.6236288401949,7247,AEP,J328-0971,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,05:48:06am,,,, ,177632.01661,2322703.59123,,,,,,,J328-0971,,,Concrete,8246,-3,,,,,
-86.2178229692569,41.6242839702865,7248,AEP,J328-0972,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,09:40:29am,,,, ,177396.417065,2322943.82049,,,,,,,J328-0972,,,Concrete,8247,-3,,,,,
-86.2188989670671,41.6242633079144,7249,AEP,J328-0973,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,09:41:15am,,,, ,177102.185588,2322938.17341,,,,,,,J328-0973,,,Concrete,8248,-3,,,,,
-86.2237567105732,41.6333589558489,7250,AEP,J328-0974,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:28:02am,,,, ,175795.461709,2326260.97824,,,,,,,J328-0974,,,Wood,8249,-3,,,,,
-86.2153487502327,41.6366746751293,7251,AEP,J329-0001,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"K - 9,500 Lumens",Yes,Yes,No,No,,KB-TP,,04:57:33am,,,, ,178101.604644,2327454.42293,,,,,,,J329-0001,,,Metal,8250,-3,,,,,
-86.2154060597468,41.6223266604765,7252,AEP,J329-0034,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,05:13:26am,,,, ,178052.674997,2322226.40547,,,,,,,J329-0034,,,Wood,8251,-3,,,,,
-86.2527750782595,41.6139970352509,7253,AEP,J349-0161,Overhead,Yellow - H.P. Sodium,40 - 400 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,06:24:45am,,,, ,167814.865144,2319258.47874,,,,,,,J349-0161,,,Wood,8252,-3,,,,,
-86.2532333010175,41.6216241255057,7254,AEP,J349-0002,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,06:45:10am,,,, ,167708.461592,2322038.47936,,,,,,,J349-0002,,,Wood,8253,-3,,,,,
-86.2530144251498,41.611967854859,7255,AEP,J349-0236,Overhead,Yellow - H.P. Sodium,40 - 400 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,06:51:38am,,,, ,167744.390759,2318519.53388,,,,,,,J349-0236,,,Wood,8254,-3,,,,,
-86.2461183196607,41.6175066178691,7256,AEP,J349-0344,Overhead,Yellow - H.P. Sodium,40 - 400 Watts,"L - 20,000 Lumens",Yes,No,No,No,,KB-TP,,06:15:03am,,,, ,169643.735869,2320524.99879,,,,,,,J349-0344,,,Wood,8255,-3,,,,,
-86.2534928924812,41.6196527359025,7257,AEP,J349-0492,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,06:42:07am,,,, ,167632.59825,2321320.62931,,,,,,,J349-0492,,,Wood,8256,-3,,,,,
-86.2537010401482,41.6176841270687,7258,AEP,J349-0496,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,06:38:54am,,,, ,167570.804097,2320603.69743,,,,,,,J349-0496,,,Wood,8257,-3,,,,,
-86.2538058766364,41.6165742592533,7259,AEP,J349-498,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,06:35:40am,,,, ,167539.385946,2320199.48038,,,,,,,J349-0498,,,Wood,8258,-3,,,,,
-86.2538457746753,41.61535361273,7260,AEP,J349-0500,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,06:32:58am,,,, ,167525.448857,2319754.77709,,,,,,,J349-0500,,,Wood,8259,-3,,,,,
-86.2538836884441,41.6138484540917,7261,AEP,J349-0503,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,06:31:45am,,,, ,167511.348669,2319206.40019,,,,,,,J349-0503,,,Wood,8260,-3,,,,,
-86.2539441013211,41.6130566380658,7262,AEP,J349-0504,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,06:54:23am,,,, ,167492.864804,2318917.9921,,,,,,,J349-0504,,,Wood,8261,-3,,,,,
-86.2540063554012,41.6121212909116,7263,AEP,J349-0536,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,06:48:24am,,,, ,167473.520728,2318577.28771,,,,,,,J349-0536,,,Wood,8262,-3,,,,,
-86.252271136902,41.6196758863186,7264,AEP,J349-0006,Overhead,Yellow - H.P. Sodium,40 - 400 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,06:44:01am,,,, ,167966.713837,2321326.79452,,,,,,,J349-0006,,,Wood,8263,-3,,,,,
-86.2523907049024,41.6177020306357,7265,AEP,J349-0789,Overhead,Yellow - H.P. Sodium,40 - 400 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,06:40:35am,,,, ,167929.13738,2320607.78555,,,,,,,J349-0789,,,Wood,8264,-3,,,,,
-86.2525158145726,41.616539358067,7266,AEP,J349-0790,Overhead,Yellow - H.P. Sodium,40 - 400 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,06:37:25am,,,, ,167892.051068,2320184.36483,,,,,,,J349-0790,,,Wood,8265,-3,,,,,
-86.2528911269432,41.6130345639639,7267,AEP,J349-0791,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,06:55:31am,,,, ,167780.748595,2318907.99038,,,,,,,J349-0791,,,Wood,8266,-3,,,,,
-86.2288589230196,41.6164033338607,7268,AEP,J350-0113,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,08:37:51am,,,, ,174360.417122,2320091.75815,,,,,,,J350-0113,,,Wood,8267,-3,,,,,
-86.2346275322477,41.6175028512427,7269,AEP,J350-0012,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,03:01:48am,,,, ,172785.695766,2320502.7306,,,,,,,J350-0012,,,Wood,8268,-3,,,,,
-86.2346264527449,41.6170881056064,7270,AEP,J350-0013,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,02:52:01am,,,, ,172784.996247,2320351.60446,,,,,,,J350-0013,,,Wood,8269,-3,,,,,
-86.2346324279491,41.6166831555621,7271,AEP,J350-0015,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,02:51:10am,,,, ,172782.390762,2320204.05989,,,,,,,J350-0015,,,Wood,8270,-3,,,,,
-86.2283325056335,41.6174541872265,7272,AEP,J350-0150,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,06:18:36am,,,, ,174506.852934,2320473.72888,,,,,,,J350-0150,,,Wood,8271,-3,,,,,
-86.2292796713178,41.6174303817936,7273,AEP,J350-0152,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,08:31:12am,,,, ,174247.808998,2320466.7424,,,,,,,J350-0152,,,Wood,8272,-3,,,,,
-86.2300518449824,41.6182947468713,7274,AEP,J350-0153,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,08:35:40am,,,, ,174038.727407,2320783.07616,,,,,,,J350-0153,,,Wood,8273,-3,,,,,
-86.2346140132147,41.6119929829098,7275,AEP,J350-0158,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,04:27:19am,,,, ,172776.175162,2318495.02954,,,,,,,J350-0158,,,Wood,8274,-3,,,,,
-86.2346186140098,41.6162223934345,7276,AEP,J350-0016,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,02:50:02am,,,, ,172785.062567,2320036.14345,,,,,,,J350-0016,,,Wood,8275,-3,,,,,
-86.2276140599546,41.6221534447454,7277,AEP,J350-0162,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,03:25:52am,,,, ,174714.435149,2322184.75958,,,,,,,J350-0162,,,Wood,8276,-3,,,,,
-86.2252884621308,41.6212911730618,7278,AEP,J350-0164,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,03:31:32am,,,, ,175348.251436,2321866.43966,,,,,,,J350-0164,,,Wood,8277,-3,,,,,
-86.2346278691425,41.6154754862225,7279,AEP,J350-0018,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,02:49:05am,,,, ,172780.740208,2319764.0033,,,,,,,J350-0018,,,Wood,8278,-3,,,,,
-86.2346318378288,41.6216777738424,7280,AEP,J350-0002,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,03:09:00am,,,, ,172794.534728,2322023.99124,,,,,,,J350-0002,,,Wood,8279,-3,,,,,
-86.2346249324224,41.6146084485244,7281,AEP,J350-0020,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,02:47:49am,,,, ,172779.463238,2319448.06818,,,,,,,J350-0020,,,Wood,8280,-3,,,,,
-86.2346229084861,41.6140452570059,7282,AEP,J350-0021,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,02:47:10am,,,, ,172778.665679,2319242.84961,,,,,,,J350-0021,,,Wood,8281,-3,,,,,
-86.2346277616913,41.6132034510149,7283,AEP,J350-0023,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,02:43:24am,,,, ,172775.319414,2318936.12247,,,,,,,J350-0023,,,Wood,8282,-3,,,,,
-86.2346213604758,41.6125434861119,7284,AEP,J350-0025,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,02:41:56am,,,, ,172775.486646,2318695.63439,,,,,,,J350-0025,,,Wood,8283,-3,,,,,
-86.234637247378,41.6114264285386,7285,AEP,J350-0027,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,04:25:01am,,,, ,172768.462725,2318288.6314,,,,,,,J350-0027,,,Wood,8284,-3,,,,,
-86.2346184995115,41.6109751390865,7286,AEP,J350-0028,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,04:24:13am,,,, ,172772.507035,2318124.15766,,,,,,,J350-0028,,,Wood,8285,-3,,,,,
-86.2346107089717,41.6105041362912,7287,AEP,J350-0029,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,04:23:28am,,,, ,172773.507732,2317952.5205,,,,,,,J350-0029,,,Wood,8286,-3,,,,,
-86.2346403234607,41.6212309912565,7288,AEP,J350-0003,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,03:07:44am,,,, ,172791.142806,2321861.20818,,,,,,,J350-0003,,,Wood,8287,-3,,,,,
-86.2346168059197,41.6092148275235,7289,AEP,J350-0031,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,04:20:19am,,,, ,172768.747872,2317482.73575,,,,,,,J350-0031,,,Wood,8288,-3,,,,,
-86.2252117192783,41.6183341484436,7290,AEP,J350-0333,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,06:13:38am,,,, ,175362.257699,2320788.82719,,,,,,,J350-0333,,,Wood,8289,-3,,,,,
-86.2251802708229,41.6161275418944,7291,AEP,J350-0334,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,09:01:19am,,,, ,175365.651198,2319984.73165,,,,,,,J350-0334,,,Wood,8290,-3,,,,,
-86.2261932181817,41.616090770185,7292,AEP,J350-0335,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,09:03:50am,,,, ,175088.584295,2319973.12788,,,,,,,J350-0335,,,Wood,8291,-3,,,,,
-86.2268862520815,41.6143351519286,7293,AEP,J350-0336,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,09:06:20am,,,, ,174894.927161,2319334.64836,,,,,,,J350-0336,,,Wood,8292,-3,,,,,
-86.2274081137602,41.6161875268223,7294,AEP,J350-0337,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,06:16:53am,,,, ,174756.613021,2320010.54067,,,,,,,J350-0337,,,Wood,8293,-3,,,,,
-86.2346132788318,41.6082718400545,7295,AEP,J350-0034,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,04:13:44am,,,, ,172767.450458,2317139.12567,,,,,,,J350-0034,,,Wood,8294,-3,,,,,
-86.2276665288304,41.6095087724006,7296,AEP,J350-0341,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,09:34:43am,,,, ,174670.127414,2317577.40786,,,,,,,J350-0341,,,Concrete,8295,-3,,,,,
-86.2263649270952,41.609359332506,7297,AEP,J350-0342,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,09:37:50am,,,, ,175025.719949,2317520.64334,,,,,,,J350-0342,,,Concrete,8296,-3,,,,,
-86.226355942916,41.6082567378178,7298,AEP,J350-0345,Underground,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,09:36:42am,,,, ,175025.570571,2317118.86627,,,,,,,J350-0345,,,Concrete,8297,-3,,,,,
