date,year,rep,store,paper,paper.type,unit.price,units.sold,total.sale
11/5/2013,2013,Qiaoli,Portland,watercolor,block,19.34,1,19.34
11/5/2013,2013,Barakat,Portland,watercolor,pad,12.15,2,24.3
11/5/2013,2013,Yunzhu,Syracuse,watercolor,pad,12.15,1,12.15
11/6/2013,2013,Qiaoli,Portland,drawing,roll,20.99,1,20.99
11/6/2013,2013,Barakat,Portland,watercolor,sheet,0.77,10,7.7
11/6/2013,2013,Ran,Dublin,watercolor,sheet,0.77,10,7.7
11/6/2013,2013,Patrick,Syracuse,watercolor,sheet,0.77,7,5.39
11/6/2013,2013,Ruisi,Dublin,drawing,pads,10.26,1,10.26
11/6/2013,2013,Patrick,Syracuse,drawing,journal,24.94,1,24.94
11/6/2013,2013,Arijit,Syracuse,drawing,journal,24.94,1,24.94
11/6/2013,2013,Thomas,Davenport,drawing,pads,10.26,1,10.26
11/7/2013,2013,Thomas,Davenport,drawing,pads,10.26,1,10.26
11/7/2013,2013,Patrick,Syracuse,drawing,pads,10.26,1,10.26
11/7/2013,2013,Yue,Dublin,drawing,journal,24.94,1,24.94
11/7/2013,2013,Qiaoli,Portland,watercolor,pad,12.15,2,24.3
11/7/2013,2013,Arijit,Syracuse,watercolor,pad,12.15,1,12.15
11/8/2013,2013,Mohit,Davenport,drawing,pads,10.26,1,10.26
11/8/2013,2013,Patrick,Syracuse,watercolor,block,19.34,1,19.34
11/8/2013,2013,Arinjay,Portland,drawing,pads,10.26,1,10.26
11/8/2013,2013,Yunzhu,Syracuse,watercolor,pad,12.15,1,12.15
11/8/2013,2013,Yunzhu,Syracuse,watercolor,pad,12.15,4,48.6
11/9/2013,2013,Thomas,Davenport,watercolor,pad,12.15,1,12.15
11/9/2013,2013,Qiaoli,Portland,watercolor,pad,12.15,1,12.15
11/9/2013,2013,Thomas,Davenport,watercolor,sheet,0.77,2,1.54
11/9/2013,2013,Aman,Portland,watercolor,block,19.34,1,19.34
11/9/2013,2013,Qiaoli,Portland,drawing,pads,10.26,1,10.26
11/9/2013,2013,Yunzhu,Syracuse,watercolor,pad,12.15,1,12.15
11/9/2013,2013,Yunzhu,Syracuse,watercolor,roll,97.99,1,97.99
11/9/2013,2013,Ran,Dublin,drawing,roll,20.99,1,20.99
11/9/2013,2013,Thomas,Davenport,watercolor,pad,12.15,1,12.15
11/9/2013,2013,Arinjay,Portland,watercolor,pad,12.15,1,12.15
11/10/2013,2013,Qiaoli,Portland,drawing,journal,24.94,1,24.94
11/10/2013,2013,Ran,Dublin,watercolor,roll,97.99,1,97.99
11/10/2013,2013,Patrick,Syracuse,watercolor,roll,97.99,1,97.99
11/10/2013,2013,Yunzhu,Syracuse,watercolor,block,19.34,1,19.34
11/10/2013,2013,Yunzhu,Syracuse,drawing,pads,10.26,1,10.26
11/10/2013,2013,Patrick,Syracuse,drawing,pads,10.26,2,20.52
11/10/2013,2013,Yunzhu,Syracuse,drawing,journal,24.94,1,24.94
11/10/2013,2013,Qiaoli,Portland,watercolor,pad,12.15,2,24.3
11/10/2013,2013,Yunzhu,Syracuse,watercolor,pad,12.15,2,24.3
11/10/2013,2013,Thomas,Davenport,drawing,journal,24.94,1,24.94
11/10/2013,2013,Thomas,Davenport,drawing,journal,24.94,1,24.94
11/11/2013,2013,Arinjay,Portland,watercolor,block,19.34,2,38.68
11/11/2013,2013,Mohit,Davenport,drawing,pads,10.26,2,20.52
11/11/2013,2013,Yue,Dublin,drawing,pads,10.26,3,30.78
11/12/2013,2013,Ran,Dublin,drawing,pads,10.26,1,10.26
11/12/2013,2013,Arinjay,Portland,watercolor,block,19.34,1,19.34
11/12/2013,2013,Aman,Portland,drawing,pads,10.26,2,20.52
11/12/2013,2013,Mohit,Davenport,watercolor,block,19.34,1,19.34
11/12/2013,2013,Ruisi,Dublin,drawing,pads,10.26,1,10.26
11/13/2013,2013,Ran,Dublin,drawing,sheet,0.36,5,1.8
11/13/2013,2013,Thomas,Davenport,watercolor,pad,12.15,1,12.15
11/13/2013,2013,Yunzhu,Syracuse,drawing,pads,10.26,2,20.52
11/13/2013,2013,Patrick,Syracuse,watercolor,block,19.34,1,19.34
11/13/2013,2013,Thomas,Davenport,watercolor,sheet,0.77,8,6.16
11/13/2013,2013,Barakat,Portland,drawing,pads,10.26,3,30.78
11/13/2013,2013,Aman,Portland,drawing,journal,24.94,1,24.94
11/14/2013,2013,Thomas,Davenport,drawing,pads,10.26,1,10.26
11/14/2013,2013,Aman,Portland,watercolor,block,19.34,1,19.34
11/14/2013,2013,Mohit,Davenport,watercolor,pad,12.15,1,12.15
11/14/2013,2013,Yue,Dublin,drawing,pads,10.26,2,20.52
11/14/2013,2013,Ruisi,Dublin,watercolor,block,19.34,1,19.34
11/14/2013,2013,Ruisi,Dublin,watercolor,sheet,0.77,8,6.16
11/14/2013,2013,Thomas,Davenport,drawing,journal,24.94,1,24.94
11/14/2013,2013,Patrick,Syracuse,watercolor,pad,12.15,1,12.15
11/15/2013,2013,Ran,Dublin,watercolor,pad,12.15,2,24.3
11/15/2013,2013,Barakat,Portland,watercolor,pad,12.15,1,12.15
11/15/2013,2013,Ruisi,Dublin,watercolor,pad,12.15,1,12.15
11/15/2013,2013,Arijit,Syracuse,watercolor,block,19.34,1,19.34
11/15/2013,2013,Qiaoli,Portland,drawing,journal,24.94,1,24.94
11/16/2013,2013,Qiaoli,Portland,watercolor,block,19.34,1,19.34
11/16/2013,2013,Yunzhu,Syracuse,watercolor,pad,12.15,2,24.3
11/16/2013,2013,Yunzhu,Syracuse,watercolor,block,19.34,1,19.34
11/16/2013,2013,Yunzhu,Syracuse,drawing,pads,10.26,1,10.26
11/16/2013,2013,Thomas,Davenport,drawing,journal,24.94,1,24.94
11/16/2013,2013,Barakat,Portland,watercolor,block,19.34,1,19.34
11/16/2013,2013,Mohit,Davenport,drawing,pads,10.26,2,20.52
11/16/2013,2013,Yunzhu,Syracuse,watercolor,pad,12.15,1,12.15
11/16/2013,2013,Thomas,Davenport,watercolor,pad,12.15,1,12.15
11/16/2013,2013,Mohit,Davenport,drawing,journal,24.94,1,24.94
11/16/2013,2013,Ran,Dublin,watercolor,pad,12.15,1,12.15
11/16/2013,2013,Qiaoli,Portland,watercolor,pad,12.15,2,24.3
11/17/2013,2013,Aman,Portland,watercolor,pad,12.15,2,24.3
11/17/2013,2013,Ran,Dublin,watercolor,pad,12.15,3,36.45
11/17/2013,2013,Arijit,Syracuse,watercolor,pad,12.15,1,12.15
11/17/2013,2013,Yunzhu,Syracuse,watercolor,block,19.34,1,19.34
11/17/2013,2013,Qiaoli,Portland,drawing,pads,10.26,1,10.26
11/17/2013,2013,Patrick,Syracuse,watercolor,block,19.34,1,19.34
11/17/2013,2013,Barakat,Portland,drawing,pads,10.26,1,10.26
11/17/2013,2013,Patrick,Syracuse,drawing,journal,24.94,1,24.94
11/17/2013,2013,Arijit,Syracuse,drawing,roll,20.99,1,20.99
11/17/2013,2013,Yunzhu,Syracuse,drawing,pads,10.26,2,20.52
11/17/2013,2013,Arinjay,Portland,watercolor,pad,12.15,1,12.15
11/17/2013,2013,Qiaoli,Portland,drawing,pads,10.26,2,20.52
11/18/2013,2013,Mohit,Davenport,drawing,journal,24.94,1,24.94
11/18/2013,2013,Barakat,Portland,drawing,roll,20.99,1,20.99
11/18/2013,2013,Mohit,Davenport,drawing,journal,24.94,1,24.94
11/18/2013,2013,Arinjay,Portland,watercolor,pad,12.15,2,24.3
11/18/2013,2013,Patrick,Syracuse,drawing,roll,20.99,2,41.98
11/19/2013,2013,Qiaoli,Portland,watercolor,pad,12.15,1,12.15
11/19/2013,2013,Yunzhu,Syracuse,watercolor,block,19.34,1,19.34
11/19/2013,2013,Arijit,Syracuse,watercolor,block,19.34,2,38.68
11/20/2013,2013,Ran,Dublin,watercolor,pad,12.15,1,12.15
11/20/2013,2013,Qiaoli,Portland,watercolor,pad,12.15,1,12.15
11/20/2013,2013,Mohit,Davenport,watercolor,pad,12.15,1,12.15
11/20/2013,2013,Arinjay,Portland,watercolor,pad,12.15,1,12.15
11/20/2013,2013,Qiaoli,Portland,watercolor,sheet,0.77,8,6.16
11/20/2013,2013,Thomas,Davenport,drawing,journal,24.94,1,24.94
11/20/2013,2013,Patrick,Syracuse,drawing,pads,10.26,1,10.26
11/20/2013,2013,Yue,Dublin,drawing,pads,10.26,1,10.26
11/20/2013,2013,Ran,Dublin,watercolor,pad,12.15,1,12.15
11/20/2013,2013,Aman,Portland,watercolor,pad,12.15,1,12.15
11/20/2013,2013,Ruisi,Dublin,watercolor,pad,12.15,2,24.3
11/20/2013,2013,Arijit,Syracuse,watercolor,sheet,0.77,4,3.08
11/21/2013,2013,Arinjay,Portland,watercolor,sheet,0.77,5,3.85
11/21/2013,2013,Aman,Portland,watercolor,sheet,0.77,6,4.62
11/21/2013,2013,Yue,Dublin,drawing,pads,10.26,1,10.26
11/22/2013,2013,Yue,Dublin,watercolor,pad,12.15,2,24.3
11/22/2013,2013,Qiaoli,Portland,watercolor,pad,12.15,2,24.3
11/22/2013,2013,Ruisi,Dublin,watercolor,sheet,0.77,10,7.7
11/22/2013,2013,Aman,Portland,watercolor,block,19.34,1,19.34
11/22/2013,2013,Arinjay,Portland,watercolor,sheet,0.77,7,5.39
11/22/2013,2013,Ran,Dublin,drawing,pads,10.26,2,20.52
11/22/2013,2013,Aman,Portland,watercolor,sheet,0.77,9,6.93
11/23/2013,2013,Ruisi,Dublin,watercolor,block,19.34,1,19.34
11/23/2013,2013,Thomas,Davenport,drawing,journal,24.94,1,24.94
11/23/2013,2013,Barakat,Portland,watercolor,block,19.34,1,19.34
11/23/2013,2013,Aman,Portland,watercolor,pad,12.15,1,12.15
11/23/2013,2013,Qiaoli,Portland,drawing,roll,20.99,1,20.99
11/23/2013,2013,Yue,Dublin,drawing,journal,24.94,1,24.94
11/23/2013,2013,Yue,Dublin,watercolor,pad,12.15,1,12.15
11/23/2013,2013,Qiaoli,Portland,watercolor,block,19.34,1,19.34
11/23/2013,2013,Arinjay,Portland,drawing,journal,24.94,1,24.94
11/23/2013,2013,Qiaoli,Portland,watercolor,block,19.34,1,19.34
11/23/2013,2013,Yue,Dublin,drawing,pads,10.26,2,20.52
11/23/2013,2013,Yunzhu,Syracuse,drawing,pads,10.26,1,10.26
11/23/2013,2013,Patrick,Syracuse,watercolor,pad,12.15,1,12.15
11/23/2013,2013,Patrick,Syracuse,drawing,roll,20.99,1,20.99
11/24/2013,2013,Mohit,Davenport,drawing,roll,20.99,1,20.99
11/24/2013,2013,Yunzhu,Syracuse,drawing,journal,24.94,1,24.94
11/24/2013,2013,Arijit,Syracuse,drawing,pads,10.26,1,10.26
11/24/2013,2013,Barakat,Portland,watercolor,pad,12.15,1,12.15
11/24/2013,2013,Aman,Portland,watercolor,sheet,0.77,10,7.7
11/24/2013,2013,Yunzhu,Syracuse,drawing,roll,20.99,1,20.99
11/24/2013,2013,Arinjay,Portland,watercolor,pad,12.15,1,12.15
11/24/2013,2013,Thomas,Davenport,watercolor,sheet,0.77,9,6.93
11/25/2013,2013,Thomas,Davenport,watercolor,block,19.34,1,19.34
11/25/2013,2013,Arinjay,Portland,drawing,pads,10.26,2,20.52
11/25/2013,2013,Qiaoli,Portland,drawing,journal,24.94,1,24.94
11/25/2013,2013,Ruisi,Dublin,drawing,journal,24.94,1,24.94
11/25/2013,2013,Arijit,Syracuse,watercolor,pad,12.15,1,12.15
11/26/2013,2013,Ruisi,Dublin,drawing,pads,10.26,1,10.26
11/26/2013,2013,Ruisi,Dublin,watercolor,block,19.34,1,19.34
11/26/2013,2013,Ran,Dublin,watercolor,pad,12.15,3,36.45
11/27/2013,2013,Arinjay,Portland,drawing,pads,10.26,2,20.52
11/27/2013,2013,Ruisi,Dublin,watercolor,block,19.34,2,38.68
11/28/2013,2013,Mohit,Davenport,drawing,pads,10.26,4,41.04
11/28/2013,2013,Mohit,Davenport,watercolor,block,19.34,1,19.34
11/28/2013,2013,Thomas,Davenport,drawing,journal,24.94,1,24.94
11/28/2013,2013,Ran,Dublin,drawing,pads,10.26,1,10.26
11/29/2013,2013,Mohit,Davenport,drawing,pads,10.26,1,10.26
11/29/2013,2013,Yue,Dublin,drawing,pads,10.26,1,10.26
11/29/2013,2013,Yue,Dublin,watercolor,block,19.34,1,19.34
11/29/2013,2013,Thomas,Davenport,drawing,pads,10.26,1,10.26
11/29/2013,2013,Aman,Portland,drawing,journal,24.94,1,24.94
11/30/2013,2013,Ruisi,Dublin,watercolor,sheet,0.77,10,7.7
11/30/2013,2013,Ran,Dublin,watercolor,block,19.34,1,19.34
11/30/2013,2013,Ran,Dublin,watercolor,pad,12.15,1,12.15
11/30/2013,2013,Aman,Portland,drawing,pads,10.26,1,10.26
11/30/2013,2013,Aman,Portland,drawing,pads,10.26,2,20.52
11/30/2013,2013,Ruisi,Dublin,drawing,pads,10.26,1,10.26
11/30/2013,2013,Thomas,Davenport,watercolor,block,19.34,1,19.34
11/30/2013,2013,Yunzhu,Syracuse,drawing,journal,24.94,1,24.94
11/30/2013,2013,Yunzhu,Syracuse,watercolor,pad,12.15,2,24.3
11/30/2013,2013,Ran,Dublin,drawing,sheet,0.36,12,4.32
11/30/2013,2013,Aman,Portland,drawing,journal,24.94,1,24.94
11/30/2013,2013,Thomas,Davenport,watercolor,block,19.34,1,19.34
12/1/2013,2013,Ran,Dublin,drawing,pads,10.26,2,20.52
12/1/2013,2013,Barakat,Portland,watercolor,sheet,0.77,6,4.62
12/1/2013,2013,Thomas,Davenport,drawing,journal,24.94,1,24.94
12/1/2013,2013,Yunzhu,Syracuse,watercolor,pad,12.15,2,24.3
12/1/2013,2013,Thomas,Davenport,drawing,journal,24.94,1,24.94
12/1/2013,2013,Ran,Dublin,watercolor,sheet,0.77,13,10.01
12/1/2013,2013,Qiaoli,Portland,drawing,roll,20.99,1,20.99
12/2/2013,2013,Patrick,Syracuse,drawing,journal,24.94,1,24.94
12/2/2013,2013,Arijit,Syracuse,drawing,pads,10.26,1,10.26
12/3/2013,2013,Ran,Dublin,watercolor,block,19.34,1,19.34
12/3/2013,2013,Aman,Portland,watercolor,block,19.34,1,19.34
12/3/2013,2013,Ran,Dublin,watercolor,block,19.34,1,19.34
12/3/2013,2013,Patrick,Syracuse,drawing,pads,10.26,2,20.52
12/3/2013,2013,Qiaoli,Portland,drawing,pads,10.26,1,10.26
12/3/2013,2013,Yue,Dublin,watercolor,pad,12.15,1,12.15
12/3/2013,2013,Thomas,Davenport,watercolor,block,19.34,1,19.34
12/4/2013,2013,Ruisi,Dublin,watercolor,sheet,0.77,5,3.85
12/4/2013,2013,Yue,Dublin,drawing,journal,24.94,1,24.94
12/4/2013,2013,Barakat,Portland,drawing,pads,10.26,3,30.78
12/5/2013,2013,Yunzhu,Syracuse,drawing,journal,24.94,1,24.94
12/5/2013,2013,Ruisi,Dublin,watercolor,sheet,0.77,7,5.39
12/5/2013,2013,Qiaoli,Portland,drawing,journal,24.94,1,24.94
12/5/2013,2013,Qiaoli,Portland,watercolor,pad,12.15,1,12.15
12/5/2013,2013,Arijit,Syracuse,drawing,pads,10.26,1,10.26
12/5/2013,2013,Aman,Portland,watercolor,block,19.34,1,19.34
12/5/2013,2013,Ruisi,Dublin,watercolor,block,19.34,1,19.34
12/5/2013,2013,Arinjay,Portland,watercolor,sheet,0.77,6,4.62
12/5/2013,2013,Barakat,Portland,drawing,pads,10.26,1,10.26
12/6/2013,2013,Yue,Dublin,drawing,journal,24.94,1,24.94
12/6/2013,2013,Qiaoli,Portland,watercolor,block,19.34,1,19.34
12/6/2013,2013,Yue,Dublin,drawing,roll,20.99,1,20.99
12/6/2013,2013,Yue,Dublin,watercolor,block,19.34,1,19.34
12/7/2013,2013,Yue,Dublin,drawing,journal,24.94,1,24.94
12/7/2013,2013,Ruisi,Dublin,watercolor,pad,12.15,1,12.15
12/7/2013,2013,Arijit,Syracuse,watercolor,block,19.34,1,19.34
12/7/2013,2013,Barakat,Portland,watercolor,pad,12.15,3,36.45
12/7/2013,2013,Ran,Dublin,drawing,journal,24.94,1,24.94
12/7/2013,2013,Aman,Portland,drawing,journal,24.94,1,24.94
12/7/2013,2013,Qiaoli,Portland,watercolor,block,19.34,1,19.34
12/7/2013,2013,Aman,Portland,watercolor,pad,12.15,2,24.3
12/7/2013,2013,Arinjay,Portland,drawing,pads,10.26,1,10.26
12/7/2013,2013,Patrick,Syracuse,watercolor,sheet,0.77,6,4.62
12/7/2013,2013,Arinjay,Portland,watercolor,pad,12.15,1,12.15
12/7/2013,2013,Yunzhu,Syracuse,watercolor,block,19.34,2,38.68
12/7/2013,2013,Thomas,Davenport,watercolor,pad,12.15,1,12.15
12/7/2013,2013,Thomas,Davenport,drawing,journal,24.94,1,24.94
12/7/2013,2013,Barakat,Portland,drawing,journal,24.94,1,24.94
12/8/2013,2013,Patrick,Syracuse,watercolor,pad,12.15,1,12.15
12/8/2013,2013,Thomas,Davenport,watercolor,pad,12.15,1,12.15
12/8/2013,2013,Aman,Portland,watercolor,block,19.34,1,19.34
12/8/2013,2013,Arinjay,Portland,watercolor,pad,12.15,1,12.15
12/8/2013,2013,Barakat,Portland,watercolor,sheet,0.77,8,6.16
12/8/2013,2013,Patrick,Syracuse,drawing,pads,10.26,1,10.26
12/8/2013,2013,Yunzhu,Syracuse,watercolor,block,19.34,1,19.34
12/8/2013,2013,Barakat,Portland,watercolor,pad,12.15,4,48.6
12/8/2013,2013,Yue,Dublin,drawing,roll,20.99,1,20.99
12/8/2013,2013,Arijit,Syracuse,watercolor,block,19.34,1,19.34
12/8/2013,2013,Ruisi,Dublin,watercolor,pad,12.15,3,36.45
12/8/2013,2013,Aman,Portland,watercolor,pad,12.15,1,12.15
12/9/2013,2013,Ran,Dublin,drawing,pads,10.26,1,10.26
12/9/2013,2013,Barakat,Portland,watercolor,pad,12.15,2,24.3
12/9/2013,2013,Aman,Portland,drawing,pads,10.26,1,10.26
12/9/2013,2013,Ruisi,Dublin,watercolor,pad,12.15,1,12.15
12/10/2013,2013,Ruisi,Dublin,watercolor,block,19.34,1,19.34
12/10/2013,2013,Patrick,Syracuse,drawing,journal,24.94,1,24.94
12/10/2013,2013,Aman,Portland,drawing,pads,10.26,3,30.78
12/10/2013,2013,Yunzhu,Syracuse,drawing,journal,24.94,1,24.94
12/10/2013,2013,Ruisi,Dublin,watercolor,roll,97.99,1,97.99
12/10/2013,2013,Thomas,Davenport,drawing,pads,10.26,1,10.26
12/11/2013,2013,Qiaoli,Portland,drawing,pads,10.26,2,20.52
12/11/2013,2013,Barakat,Portland,watercolor,sheet,0.77,12,9.24
12/11/2013,2013,Thomas,Davenport,drawing,pads,10.26,1,10.26
12/11/2013,2013,Aman,Portland,watercolor,block,19.34,2,38.68
12/11/2013,2013,Aman,Portland,drawing,roll,20.99,1,20.99
12/11/2013,2013,Arijit,Syracuse,drawing,pads,10.26,1,10.26
12/12/2013,2013,Mohit,Davenport,watercolor,block,19.34,1,19.34
12/12/2013,2013,Yue,Dublin,drawing,pads,10.26,1,10.26
12/12/2013,2013,Barakat,Portland,watercolor,pad,12.15,1,12.15
12/12/2013,2013,Arinjay,Portland,watercolor,roll,97.99,1,97.99
12/12/2013,2013,Arijit,Syracuse,watercolor,roll,97.99,1,97.99
12/12/2013,2013,Ran,Dublin,watercolor,pad,12.15,2,24.3
12/13/2013,2013,Arijit,Syracuse,watercolor,pad,12.15,2,24.3
12/13/2013,2013,Ruisi,Dublin,watercolor,pad,12.15,1,12.15
12/13/2013,2013,Ruisi,Dublin,watercolor,sheet,0.77,9,6.93
12/13/2013,2013,Thomas,Davenport,watercolor,sheet,0.77,5,3.85
12/13/2013,2013,Ruisi,Dublin,drawing,pads,10.26,1,10.26
12/14/2013,2013,Barakat,Portland,watercolor,pad,12.15,1,12.15
12/14/2013,2013,Mohit,Davenport,drawing,journal,24.94,1,24.94
12/14/2013,2013,Qiaoli,Portland,watercolor,pad,12.15,3,36.45
12/14/2013,2013,Barakat,Portland,watercolor,sheet,0.77,5,3.85
12/14/2013,2013,Barakat,Portland,drawing,roll,20.99,1,20.99
12/14/2013,2013,Patrick,Syracuse,watercolor,roll,97.99,1,97.99
12/14/2013,2013,Mohit,Davenport,watercolor,sheet,0.77,7,5.39
12/14/2013,2013,Ran,Dublin,watercolor,pad,12.15,1,12.15
12/15/2013,2013,Ran,Dublin,watercolor,pad,12.15,1,12.15
12/15/2013,2013,Mohit,Davenport,watercolor,pad,12.15,1,12.15
12/15/2013,2013,Ruisi,Dublin,watercolor,pad,12.15,1,12.15
12/15/2013,2013,Ruisi,Dublin,watercolor,block,19.34,1,19.34
12/15/2013,2013,Barakat,Portland,watercolor,block,19.34,1,19.34
12/15/2013,2013,Arijit,Syracuse,watercolor,pad,12.15,1,12.15
12/15/2013,2013,Patrick,Syracuse,watercolor,sheet,0.77,8,6.16
12/15/2013,2013,Arinjay,Portland,drawing,journal,24.94,1,24.94
12/15/2013,2013,Qiaoli,Portland,drawing,roll,20.99,1,20.99
12/16/2013,2013,Arinjay,Portland,drawing,pads,10.26,2,20.52
12/16/2013,2013,Ruisi,Dublin,watercolor,sheet,0.77,6,4.62
12/17/2013,2013,Patrick,Syracuse,drawing,pads,10.26,1,10.26
12/17/2013,2013,Thomas,Davenport,watercolor,sheet,0.77,10,7.7
12/17/2013,2013,Arinjay,Portland,drawing,journal,24.94,1,24.94
12/17/2013,2013,Barakat,Portland,watercolor,pad,12.15,1,12.15
12/17/2013,2013,Patrick,Syracuse,watercolor,pad,12.15,1,12.15
12/17/2013,2013,Patrick,Syracuse,watercolor,pad,12.15,1,12.15
12/18/2013,2013,Barakat,Portland,watercolor,sheet,0.77,9,6.93
12/18/2013,2013,Qiaoli,Portland,drawing,pads,10.26,1,10.26
12/18/2013,2013,Patrick,Syracuse,watercolor,pad,12.15,1,12.15
12/18/2013,2013,Yue,Dublin,watercolor,block,19.34,1,19.34
12/18/2013,2013,Qiaoli,Portland,drawing,pads,10.26,1,10.26
12/18/2013,2013,Thomas,Davenport,drawing,roll,20.99,1,20.99
12/19/2013,2013,Arinjay,Portland,watercolor,block,19.34,2,38.68
12/19/2013,2013,Yunzhu,Syracuse,drawing,journal,24.94,1,24.94
12/19/2013,2013,Arinjay,Portland,watercolor,block,19.34,1,19.34
12/19/2013,2013,Qiaoli,Portland,watercolor,pad,12.15,1,12.15
12/19/2013,2013,Arinjay,Portland,watercolor,pad,12.15,2,24.3
12/20/2013,2013,Mohit,Davenport,watercolor,pad,12.15,1,12.15
12/20/2013,2013,Ran,Dublin,watercolor,block,19.34,1,19.34
12/21/2013,2013,Aman,Portland,drawing,journal,24.94,1,24.94
12/21/2013,2013,Thomas,Davenport,drawing,pads,10.26,2,20.52
12/21/2013,2013,Mohit,Davenport,drawing,pads,10.26,2,20.52
12/21/2013,2013,Qiaoli,Portland,watercolor,sheet,0.77,9,6.93
12/21/2013,2013,Arinjay,Portland,watercolor,sheet,0.77,9,6.93
12/21/2013,2013,Ruisi,Dublin,watercolor,pad,12.15,1,12.15
12/21/2013,2013,Barakat,Portland,watercolor,sheet,0.77,7,5.39
12/21/2013,2013,Yue,Dublin,watercolor,block,19.34,1,19.34
12/21/2013,2013,Ruisi,Dublin,watercolor,pad,12.15,1,12.15
12/21/2013,2013,Mohit,Davenport,drawing,pads,10.26,1,10.26
12/21/2013,2013,Yue,Dublin,watercolor,pad,12.15,3,36.45
12/21/2013,2013,Arinjay,Portland,drawing,journal,24.94,1,24.94
12/21/2013,2013,Yunzhu,Syracuse,drawing,pads,10.26,1,10.26
12/21/2013,2013,Arinjay,Portland,watercolor,block,19.34,1,19.34
12/21/2013,2013,Yunzhu,Syracuse,watercolor,sheet,0.77,5,3.85
12/21/2013,2013,Yunzhu,Syracuse,watercolor,sheet,0.77,10,7.7
12/22/2013,2013,Yue,Dublin,drawing,journal,24.94,1,24.94
12/22/2013,2013,Mohit,Davenport,watercolor,pad,12.15,2,24.3
12/22/2013,2013,Yunzhu,Syracuse,watercolor,pad,12.15,3,36.45
12/22/2013,2013,Thomas,Davenport,drawing,pads,10.26,2,20.52
12/22/2013,2013,Aman,Portland,watercolor,pad,12.15,1,12.15
12/22/2013,2013,Ran,Dublin,watercolor,block,19.34,1,19.34
12/22/2013,2013,Thomas,Davenport,watercolor,sheet,0.77,9,6.93
12/22/2013,2013,Aman,Portland,watercolor,sheet,0.77,10,7.7
12/22/2013,2013,Arinjay,Portland,drawing,journal,24.94,1,24.94
12/22/2013,2013,Aman,Portland,watercolor,pad,12.15,1,12.15
12/22/2013,2013,Barakat,Portland,watercolor,pad,12.15,1,12.15
12/22/2013,2013,Patrick,Syracuse,watercolor,sheet,0.77,8,6.16
12/22/2013,2013,Yue,Dublin,drawing,pads,10.26,2,20.52
12/22/2013,2013,Thomas,Davenport,watercolor,block,19.34,1,19.34
12/22/2013,2013,Mohit,Davenport,watercolor,block,19.34,1,19.34
12/22/2013,2013,Mohit,Davenport,drawing,journal,24.94,1,24.94
12/22/2013,2013,Arinjay,Portland,watercolor,pad,12.15,1,12.15
12/23/2013,2013,Arijit,Syracuse,watercolor,block,19.34,2,38.68
12/23/2013,2013,Yunzhu,Syracuse,watercolor,pad,12.15,1,12.15
12/23/2013,2013,Qiaoli,Portland,watercolor,sheet,0.77,11,8.47
12/23/2013,2013,Ruisi,Dublin,drawing,pads,10.26,2,20.52
12/23/2013,2013,Ruisi,Dublin,watercolor,block,19.34,1,19.34
12/23/2013,2013,Arinjay,Portland,watercolor,pad,12.15,1,12.15
12/24/2013,2013,Thomas,Davenport,drawing,pads,10.26,1,10.26
12/24/2013,2013,Thomas,Davenport,watercolor,pad,12.15,1,12.15
12/24/2013,2013,Ran,Dublin,watercolor,block,19.34,1,19.34
12/24/2013,2013,Barakat,Portland,watercolor,pad,12.15,1,12.15
12/24/2013,2013,Ran,Dublin,watercolor,block,19.34,1,19.34
12/25/2013,2013,Ran,Dublin,drawing,pads,10.26,3,30.78
12/25/2013,2013,Arijit,Syracuse,watercolor,pad,12.15,1,12.15
12/25/2013,2013,Mohit,Davenport,drawing,journal,24.94,1,24.94
12/25/2013,2013,Arinjay,Portland,drawing,pads,10.26,1,10.26
12/25/2013,2013,Aman,Portland,watercolor,block,19.34,1,19.34
12/26/2013,2013,Thomas,Davenport,drawing,roll,20.99,2,41.98
12/26/2013,2013,Ran,Dublin,watercolor,block,19.34,1,19.34
12/26/2013,2013,Ran,Dublin,watercolor,pad,12.15,2,24.3
12/26/2013,2013,Yue,Dublin,watercolor,pad,12.15,1,12.15
12/28/2013,2013,Barakat,Portland,watercolor,block,19.34,2,38.68
12/28/2013,2013,Aman,Portland,watercolor,sheet,0.77,11,8.47
12/28/2013,2013,Thomas,Davenport,watercolor,sheet,0.77,9,6.93
12/28/2013,2013,Arijit,Syracuse,drawing,roll,20.99,1,20.99
12/28/2013,2013,Yunzhu,Syracuse,watercolor,pad,12.15,3,36.45
12/28/2013,2013,Ruisi,Dublin,watercolor,sheet,0.77,10,7.7
12/28/2013,2013,Qiaoli,Portland,drawing,pads,10.26,1,10.26
12/28/2013,2013,Mohit,Davenport,drawing,roll,20.99,1,20.99
12/29/2013,2013,Yue,Dublin,watercolor,pad,12.15,1,12.15
12/29/2013,2013,Arijit,Syracuse,watercolor,pad,12.15,1,12.15
12/29/2013,2013,Arijit,Syracuse,watercolor,pad,12.15,2,24.3
12/29/2013,2013,Yue,Dublin,watercolor,sheet,0.77,5,3.85
12/29/2013,2013,Thomas,Davenport,watercolor,sheet,0.77,6,4.62
12/29/2013,2013,Ruisi,Dublin,watercolor,pad,12.15,2,24.3
12/29/2013,2013,Yunzhu,Syracuse,watercolor,pad,12.15,2,24.3
